id,index,year,month,day,state,text,category,banking,stringency,explanation,stringecy_num
200,489,1974,3,11,ohio,"Interpretive opinions, dealing with the following subjects, have been issued by the Ohio Division of Securities: commercial paper exemption, recreational memberships as  securities,  refusal of dealers' and salesmen's licenses, exemption for listed securities, merger and consolidation,  ten-persons-or-fewer  exemption, condominium projects as  securities,  transaction exemptions, and intrastate broker-dealer participation in out-of-state issuer offerings.","Exemption, Broker/Dealer",No,Neutral,"The Ohio Division of Securities has issued interpretive opinions on various topics ranging from exemptions to broker-dealer activities. These include areas like commercial paper exemption, recreational memberships as securities, and refusal of dealers' and salesmen's licenses. The changes do not appear to make the laws or regulations more or less stringent, but rather provide clarifications on various aspects of the existing regulations.",0
201,489,1974,3,11,pennsylvania,"The following regulations were adopted by the Pennsylvania Securities Commission on January 22 and became effective on February 9: Transfer Agents and Registrars; Industrial Development Bonds; Commercial Paper (as revised); Reports by Engineers, Appraisers and Others; Charges for Commission Services; Consent to Service of Process. Supplementing them are additional proposals pertaining to registrations of broker-dealers, agents and investment advisers, and to fraudulent and prohibited practices. The finalized provisions appear in the  Pennsylvania  division with this Report.","Registration, Broker/Dealer, Fees, Disclosure",No,More,"The adoption of these regulations by the Pennsylvania Securities Commission has increased the regulatory burden on broker-dealers, transfer agents, and registrars. It signifies more disclosure requirements, enhanced charges for commission services, and tighter regulations against fraudulent and prohibited practices. Furthermore, the revision of commercial paper along with enhanced oversight over engineer, appraiser, and other reports suggest improved transparency and accountability in securities transactions.",1
202,489,1974,3,11,south dakota,"Investment advisers have been brought within the scope of the South Dakota Blue Sky Law by Laws 1974, S.B. No. 142, approved February 20, effective July 1, 1974. Their activities will be regulated by statutory language similar to that applicable to broker-dealers, with licensing requirements and provisions for revocation of licenses and for fees.","Broker/Dealer, Fees, Registration",No,More,"The 1974 South Dakota Blue Sky Law significantly increased regulation of investment advisers, aligning requirements with those for broker-dealers. Consequently, this resulted in intensified regulatory scrutiny, increased licensing obligations alongside provisions for license revocation, and involvement of fees. This development likely increased compliance costs for investment intermediaries, but also aimed to ensure investor protection by establishing stricter governance and operating standards.",1
203,489,1974,3,11,south dakota,"A valuation formula for certain specified assets of South Dakota domestic insurance companies has been added by Laws 1974, S.B. No. 41, effective July 1, 1974.",Other,No,More,"The change primarily concerns valuation of insurance companies' assets and does not seem to relate directly to securities or banking operations. Though the exact implications on businesses or financial intermediaries are unclear without further context, the formulation of a valuation formula could potentially increase stringency as it introduces a standardized approach to asset valuation, thereby reducing flexibility and adding a level of regulation for South Dakota domestic insurance companies.",1
204,489,1974,3,11,vermont,Vermont banks are now allowed to make loans and investments not otherwise permitted under the legal investment provisions provided the aggregate of such items does not exceed 5 per cent of total assets.,Other,Yes,Less,"This change effectively lessens the regulatory constraints on Vermont banks by expanding their loan and investment capabilities beyond what was initially allowed under the legal investment provisions. As long as total assets' 5% threshold is not exceeded, this offers banks more latitude for financial operations. This change can potentially increase the risk associated but also opportunities for Vermont banks to diversify their portfolio investments and maximize profits.",-1
205,489,1974,3,11,washington,"Comprehensive revision of provisions of the Washington Uniform Securities Act has been effected by Laws 1974, Ch. 77, 1st Extraordinary Sess., approved February 15, effective next July 1. Among the amended provisions are ones relating to registration of sellers, registration of securities, exempt transactions, fees, subpoenas, injunctions, civil liabilities, and powers of the administrator in implementation of the Act.","Registration, Exemption, Fees, Other",No,More,"The revision to the Washington Uniform Securities Act by Laws 1974, Ch. 77 effectively tightens the oversight of securities transactions. The changes aim to increase regulation through enhanced registration requirements for sellers and securities, scrutiny of transactions, revision of fees, and enforcement modalities. This potentially increases the regulatory compliance burden for businesses and financial intermediaries, potentially affecting their operational costs and investment activities in Washington.",1
206,490,1974,3,25,california,"A recently released emergency amendment adoption expanding the exemption from coverage by the California Corporate Securities Law of commodity contracts other than commodity-option contracts, to include guarantees or repurchase promises, rewords the regulations text as follows:,Exemption for Certain Commodity Contracts. There is hereby exempted from the provisions of Sections 25110, 25120 and 25130 of the Code as not being comprehended within the purposes of the Corporate Securities Law of,1968 and the qualification of which is not necessary or appropriate in the public interest or for the protection of investors, any offer or sale of any commodity contract, including a guarantee thereof or the promise to repurchase such contracts, other than a commodity option contract; issued by a commodity exchange licensed pursuant to Section 29510.1 of the Code. For the purposes of this section,  commodity contract  and  commodity option contractâ shall have the meanings specified in Section 29504 and 29504.1 of the Code.,The finalized text will be included in place in the  California  division in an early Report.",Exemption,No,Less,"The emergency amendment expands the exemptions from California Corporate Securities Law to now include guarantees and repurchase promises of commodity contracts. This implies increased flexibility for businesses dealing in such transactions, and potentially reduced regulatory oversight from the state. Financial intermediaries engaged in these exempted transactions could face less regulatory scrutiny, which may in turn affect their risk profiles and investment strategies.",-1
207,490,1974,3,25,florida,"In a Florida transaction involving acquisition of one corporation by another, with a contract providing for future registration of shares issued to stockholders of the corporation acquired, failure to establish conditions for exemption or to fulfill requirements of the Blue Sky Law constitutes grounds for voidance of the sale.","Registration, Exemption",No,More,"This change in the implementation of Blue Sky Law presents stricter conditions on corporate acquisition transactions involving share registration. It implies an increase in regulatory stringency, as a failure to fulfill conditions for exemptions or meet requirements of the law may result in voiding the transaction. Consequently, both corporations involved in such transactions need to pay careful attention to the rules and regulations regarding share registration and exemptions to avoid potential legal pitfalls.",1
208,490,1974,3,25,kansas,"A security which has been escrowed with the Kansas Securities Commissioner for three consecutive years after voluntary dissolution or revocation of the corporate charter may be destroyed. The Commissioner must, however, maintain a permanent record of all stock so destroyed. The 1974 law will become effective following publication in the statute book.","Other, Disclosure",No,Neutral,"The change in law allows for the destruction of escrowed securities after a three-year period post voluntary dissolution or revocation of the corporate charter. However, the requisite of maintaining a permanent record of all such destroyed stocks ensures that details remain available for future reference. The amendment doesn't directly relate to stringency but introduces a procedural change in the handling of certain securities.",0
209,490,1974,3,25,kentucky,"Membership contracts in a  scholarship trust fund  program where sponsors and candidates do nothing to contribute to production of profit on the investment are  investment contracts  subject to registration requirements of the Kentucky Securities Act. Such a security is not exempt as being for not-for-private-profit educational purposes, since any payment would inure to the benefit of investors or sponsors and not to the public generally.","Registration, Exemption",No,More,"This change in the Kentucky Securities Act brings more stringent regulation, requiring membership contracts in a scholarship trust fund programs, where sponsors and candidates don't contribute to profit production, to be registered as investment contracts. The revision reduces the exemption for not-for-private-profit educational purposes, thereby increasing obligations for sponsors and investors. The legislation impacts investors and sponsors, requiring careful adherence to state securities law to avoid legal issues.",1
210,490,1974,3,25,maryland,"Noting violations of the Maryland Securities Act which could have been avoided had counsel adequately carried out its legal advisory function, the Commissioner has clarified official position as to attorney responsibility and potential liability. Special attention is given to situations of (1) interpositioning of counsel in the chain of distribution of a client's securities and (2) preparation of opinion letters in securities matters.",Other,No,More,"The Commissioner clarification increases attorney's responsibility and potential liability which may result in stringent consequences. This predominantly affects situations of counsel interposition in client security distribution chain, and drafting of opinion letters in securities matters. Therefore, this could impose further legal responsibilities and heightened caution on attorney's roles within securities transactions.",1
211,490,1974,3,25,minnesota," Legals  provisions for Minnesota banks and insurance companies have been revised with regard to issues involving the International Bank for Reconstruction and Development, the Asian Development Bank and the Inter-American Development Bank.",Other,Yes,Neutral,"The legal revisions for Minnesota banks and insurance companies concerning the International Bank for Reconstruction and Development, the Asian Development Bank, and the Inter-American Development Bank do not strictly fall within typical categories of Blue Sky Law changes. This appears to relate to interbank dealings rather than directly affecting business financing or investment activities. The overall stringency is assessed as 'neutral' due to insufficient specifics in the text provided.",0
212,490,1974,3,25,minnesota,"Minnesota Blue Sky Law, Insurance Securities Law and Legal Investment Laws have been revised to reflect the Minnesota Statutes, 1971. The 1973 Supplement is also reflected, in the codification of the Blue Sky Law.",Other,No,Neutral,"The revision reflects the Minnesota Statutes, 1971 and includes the 1973 Supplement in codifying the Blue Sky Law. However, as details about any specific changes like exemptions, registration, broker/dealer activities, fees, and disclosures aren't clearly provided, it is challenging to determine the exact implications on businesses and financial intermediaries. Hence, the analysis holds the stringency as 'neutral' and the category as 'other'.",0
213,490,1974,3,25,new jersey,Sales to non-New Jersey residents cannot be considered in counting permissible transactions for the statutory  ten or fewer  exemption of the New Jersey Uniform Securities Law. The exemption section is unambiguous and there is no evidence of contrary legislative intent.,Exemption,No,More,"The statement elucidates a more stringent interpretation of the New Jersey Uniform Securities Law, particularly concerning its \""ten or fewer\"" exemption clause. This heightened interpretation impacts businesses selling securities; sales to non-residents of New Jersey will no longer count towards this exemption, potentially limiting the scope of qualifying transactions. This may force businesses to revise their sales strategies to ensure compliance with this provision.",1
214,490,1974,3,25,ohio,"The Ohio Securities Division has broad power to initiate or not to initiate criminal proceedings under the Blue Sky Law. In an action where only persons connected with ten or more violative sales are brought into court, selectivity for indictment and prosecution is not constitutionally impermissible.",Other,No,Neutral,"These provisions of the Blue Sky Law in Ohio grant the Ohio Securities Division discretionary power to initiate or forego criminal proceedings, particularly when the cases involve individuals associated with ten or more violative sales. This suggests a potential lens of selectivity, which may reshape prosecutorial and enforcement practices, however, it does not appear to introduce any explicit changes to the requirements, regulations, or stringency of the law itself.",0
215,490,1974,3,25,oregon,Oregon securities exemptions listings have been amended as follows: Industrial loan companies' securities have been removed from the lists; added to the list of exempt transactions are conservators' sales when not for the benefit of the issuers.,Exemption,Yes,More,"The amendment of Oregon's securities exemptions listings has increased the stringency of the laws relating to securities. The amendment removes securities from industrial loan companies from the exemptions lists, therefore increasing the regulatory control over these companies. Furthermore, the inclusion of conservators' sales, when not benefiting the issuers, to the list of exempt transactions may alter the landscape of potential transactions significantly. Companies and financial intermediaries may require to enact new compliance strategies as a result of these changes.",1
216,490,1974,3,25,oregon,"An Oregon corporation's offers in an investment  package  necessitating redivision of original-issue stock and in subsequent issuance to 35 persons of preferred shares to raise additional funds were not part of the original plan, and a sale cannot qualify for exemption as an isolated transaction barring rescission by a purchaser. In addition to recovery of the price of shares, the purchaser is entitled to reasonable attorney fees.","Exemption, Fees",No,More,"The analyzed law stipulates that stock redivision and preferred share issuance by an Oregon corporation to raise additional funds does not qualify for exemption as per Blue Sky Laws, introducing more stringency. This change does not directly concern banking activities but likely impacts broader investment transactions. Furthermore, the law aids investors by permitting the recovery of the share price and reasonable attorney fees, indicating a strengthening of investor protection mechanisms under state securities laws.",1
217,491,1974,4,8,arkansas,Arkansas is not discriminatory in not requiring that duly licensed security agents be re-examined when they make a change of employment. Agents who have terminated employment and have not previously taken the Arkansas securities examination are required to be examined.,"Broker/Dealer, Exemption",No,Neutral,"Arkansas securities law pertaining to licensed security agents' transition to new employment do not denote increased or reduced stringency. Agents changing employment aren't required to re-sit the holistic examination, provided they have undertaken the examination prior to their employment termination. Thus, businesses or financial intermediaries employing licensed agents enjoy a seamless transition with no additional examination requirements impeding the employment change.",0
218,491,1974,4,8,california,"California Securities Rules for real estate programs have again been the subject of extensive revision. Changes are reflected in this Report. Another rule-governing notices of issuance of certain exempt securities along with certified notice of opinion of counsel-has been amended on an emergency basis, effective March 13. Its finalized text will be reported in place in the  California  division in an early Report.","Exemption, Disclosure",No,More,"The amendment on an emergency basis significantly impacts exemption rules by requiring notices of issuance of certain exempt securities and certified counsel's opinion. Additionally, disclosure levels are increased. The change, likely designed to improve transparency and internal controls, may necessitate additional procedures and heightened compliance from businesses and financial intermediaries offering these securities. Hence, it could potentially increase the operational burden or costs.",1
219,491,1974,4,8,delaware,"Definitions of the terms  fiduciary,   agents,   governing investment,   legal investment,  and  clearing corporation  have been provided to clarify legal investment provisions in Delaware.,Midwest Securities Commissioners Association Activity","Disclosure, Other",No,More,"The provided definitions enhance disclosure by making investment provisions more transparent. By defining terms like fiduciary, agents, and legal investment, the rule change implies a higher standard of regulatory compliance. The increased clarity targets transparency and strengthening investor understanding, affecting the operational behavior of businesses and financial intermediaries.",1
220,491,1974,4,8,georgia,"The Georgia Securities Act of 1973, approved last April 18, became effective on April 1, as extensively amended by a recent enactment. The  Georgia Guide,  the listing of Statutes Exempting Securities Listed in Standard Manuals, the Stock Exchange Exemption Chart and the Fees Chart have been updated to reflect the new statute.","Exemption, Fees",No,Neutral,"The amendments to the Georgia Securities Act of 1973 update statute listings, including those for securities exemptions and fees, ensuring conformance with recent enactments. These changes do not, however, denote any increased or reduced stringencyâthere's no mention of stricter obligations or relaxed requirements. For businesses and financial intermediaries, the implications are more about procedural adjustment to comply with the updated statutes, not altering compliance intensity.",0
221,491,1974,4,8,indiana,An unregistered transaction in securities was not exempted from the Indiana Blue Sky Law's registration requirement where the seller could not sustain his burden of proof and the record did not show any investment letters from the buyers or a waiver from the Commissioner of such statutory condition.,"Registration, Exemption",No,More,"Increased stringency is evident, as the unregistered transaction in securities is not exempted from the Indiana Blue Sky Law's registration requirement under circumstances when the seller fails to meet the burden of proof. Essentially, this development means additional obligations for sellers in gaining exemptions. This indicates a move toward a stricter regulatory environment for securities transactions, ensuring more oversight, and may escalate the compliance burden for businesses and financial intermediaries.",1
222,491,1974,4,8,michigan,"Where the parties at a pretrial conference have narrowed the issues over which they are in dispute to specific allegations of fraud, a Michigan trial court may not allow a buyer of securities to proceed also on a contract theory.",Other,No,Neutral,"The change in Michigan trial court procedure does not seem to directly alter the stringency of Blue Sky Laws, nor does it impact banking. Rather, it affects how disputes over securities fraud can be argued in court. This could potentially influence the strategy of businesses and financial intermediaries in legal cases, as it restricts the angles from which they can approach a dispute.",0
223,491,1974,4,8,missouri,An agreement to purchase land at a designated place outside Missouri is regarded as a  security  within the meaning of the state Uniform Securities Act. Statutory language to such effect is unconstitutional where deferred-payment sale of land in Missouri and adjoining states goes unregulated.,Other,No,More,"By classifying agreements to purchase land at certain designated places as a security, this change extends the regulatory reach of the Missouri Uniform Securities Act. This would prompt businesses and financial intermediaries to be more cautious with their transactions, adapting their operations to comply with securities regulation. Contrarily, the exclusion of regulation for deferred-payment sales of land in Missouri and nearby states might present as an inconsistency, potentially leading to constitutional challenges.",1
224,491,1974,4,8,north dakota,"In an action for recovery of the purchase price of a security sold in violation of the Securities Act, it was proper for a North Dakota trial court to instruct the jury that a bank cannot be held to have participated in the illegal sale unless the jury first finds by a fair preponderance of evidence that the bank at the time of the sale had knowledge of the violation.",Broker/Dealer,Yes,Neutral,"This pertains to the indirect participation of a bank in the sale of securities. Knowledge of the violation is a key determining factor, which does not increase or decrease regulatory stringency but clarifies the conditions for liability. This clarification offers predictability for financial intermediaries, particularly banks, in court proceedings related to securities violations.",0
225,491,1974,4,8,ohio,"The enforcement power granted to the Ohio Division of Securities is not an unconstitutional delegation. Where only persons with ten or more violative sales of securities are brought into court, such selection is not constitutionally impermissible.",Other,No,Neutral,"The statement affirms the constitutional validity of the legal authority granted to the Ohio Division of Securities. Specifically, it refers to their ability to enforce laws related to persons with ten or more violative sales of securities. However, it does not introduce any discernible change or implications to fees, disclosure, broker-dealer operations, or registration processes and cannot be classified as an increase or decrease in stringency. This legal aspect mainly impacts the legal authority of the Division and the specific category of offenders it targets, without directly influencing the conduct of businesses and financial intermediaries.",0
226,491,1974,4,8,ohio,Industrial revenue bonds are lawful investments for banks in Ohio without regard to the limitations that may be imposed by the Superintendent of Banks. Such bonds are also eligible as security for the deposit of public moneys.,Exemption,Yes,Less,"This change in the Blue Sky Laws, qualifies industrial revenue bonds as lawful investments for banks in Ohio, reducing investment limitations otherwise overseen by the Superintendent of Banks. It provides more investment opportunities to banks and also expands their possibilities of providing securities for public money deposits. This alteration brings about a decrease in regulatory stringency, posing potential implications for increased investments in industrial revenue bonds by banks.",-1
227,491,1974,4,8,oregon,"Arbitration agreements cannot prevail over the purpose of the Oregon Securities Law which is to afford the greatest protection to the public. Where a seller corporation attempts to enforce arbitration over a buyer instituting an action for violation of the Securities Law, remedies provided by legislation for the benefit of the public cannot be waived.",Other,No,More,"This change emphasizes arbitration agreements' inability to supersede public protection under the Oregon Securities Law, reinforcing the precedence of statutory provisions over contract terms. For businesses, this can lead to more legal disputes handled in court rather than through arbitration, potentially increasing the cost and time of dispute resolution. Financial intermediaries might also face higher compliance requirements to adhere to the Securities Law over alternative dispute resolution methods.",1
228,491,1974,4,8,pennsylvania,The Pennsylvania Securities Act of 1972 did not impliedly repeal the Investment Company Act of 1933 under the meaning of the Statutory Construction Act of 1972.,Other,No,Neutral,"The analysis interprets the changes as neutral in stringency stating that the Pennsylvania Securities Act of 1972 does not overturn the Investment Company Act of 1933, which implies that the balance of federal versus state regulatory power remains unaltered. Practically speaking, business financing and investment activities by financial intermediaries continue to be governed under the same regulatory parameters set out in the Investment Company Act of 1933. No additional or fewer measures, exemptions, or disclosures came into play with the enactment of Pennsylvania Securities Act of 1972.",0
229,491,1974,4,8,texas,A seller of stock was not liable for damages in Texas where there was failure to show that the stock was not registered at the time of the sale. An objection was sustained while the buyer was giving his testimony and evidence was excluded. The trial court did not err when it did not consider the excluded evidence because the bill of exception to the exclusion did not show what the answer of the witness would have been.,Registration,No,Neutral,"This case in Texas maintained the status quo on the importance of stock registration. The seller of the stock was not held liable for damages, owing to the buyer's failure to provide enough evidence establishing that the stock wasn't registered at the time of sale. This result underscores the necessity of stock registration transparency for investor protection.",0
230,491,1974,4,8,virginia,"Exemption of securities of authorized banks, trust companies and building and loan associations from the Virginia registration requirement will no longer be dependent upon supervision and/or examination of such institutions by officials of the state. The change will be effective July 1.","Exemption, Registration",Yes,Less,"This change relaxes the requirements for securities of banks, trust companies, and building and loan associations in Virginia, by eliminating the need for state supervision or examination for them to benefit from exemption from registration. Consequently, this could encourage financial intermediaries and businesses to explore more opportunities under this less stringent regulatory landscape, but might also pose additional financial risk due to the reduced oversight.",-1
231,491,1974,4,8,wisconsin,"Under the Wisconsin Code, institution of revocation proceedings against a securities agent was timely where the date on which the proceedings were commenced exceeded by more than one year the date on which his license had become ineffective.",Broker/Dealer,No,More,This change in the Wisconsin Code makes it more stringent for brokers/dealers as it extends the period within which revocation proceedings can be initiated against securities agents whose licenses have become ineffective. This means securities agents may face a longer period of potential legal risk after their license has lapsed. This could result in increased legal costs for brokers/dealers and make them more cautious in their operations.,1
232,492,1974,4,22,georgia,"Certain emergency rules contemplated by the Georgia Securities Commissioner to outline transition procedures under the 1973 Securities Act and to describe administrative positions on prior-law effects are the subject of a recent interpretive release. Its purpose is information to the investing public and the investment community; it is emphasized that the release is not to be considered a ruling or order of the Securities Commissioner, but is for guidance only.","Registration, Disclosure, Other",No,Neutral,"The Georgia Securities Commissioner is considering emergency rules under the 1973 Securities Act primarily for transition procedures and understanding administrative positions relating to prior-law effects. These rules aim to provide essential information and guidance to the investing public and investment community but are not to be treated as legal rulings or orders, indicating no significant change in regulatory stringency. While not directly affecting the banking sector, these changes could indirectly affect how businesses and financial intermediaries perceive and handle their investments within the state.",0
233,492,1974,4,22,idaho,"A new section has been added to the Idaho Blue Sky Law, making it unlawful to fail to deliver a prospectus or offering circular before or concurrently with an offer to sell securities, and the provisions for effectiveness of registration by qualification has been amended accordingly, by Ch. 179, effective July 2; the enactment also allows a certificate of deposit in lieu of a surety bond now required of sellers. The list of exempt securities will include issues by a nonprofit cooperative corporation if no expenditure is made by or on its behalf in connection with the issuance or sale of its securities other than actual expenses of organization, calling or holding meetings of incorporators or shareÂ­ holders, printing, mailing and taxes; the addition is in Ch. 151, effective July 1. Pertinent sections will be revised in an early REPORT.","Exemption, Registration, Disclosure",No,More,"The addition to the Idaho Blue Sky Law mandates that prospectuses are provided before or at the time of offering to sell securities, thereby increasing required disclosure efforts. Changes also include allowing a certificate of deposit instead of a surety bond, providing an alternative for sellers. Further, the expansion of exempt securities to include issues by nonprofit cooperative corporations introduces a new category of exemption. However, this exemption is subject to no extraneous expenditure beyond organization and issuance costs. Thus, overall, the changes imply more stringent requirements and increased disclosure for securities sales, while offering slight relief through modified exemptions.",1
234,492,1974,4,22,idaho,"Idaho insurers are permitted, effective May 29, to invest in bonds or notes secured by mortgages subject to authorized guarantee insurance.",Other,Yes,Less,The alterations to the legislation allow Idaho insurers to expand their investment options into bonds or notes that are secured by mortgages with authorized insurance guarantees. This liberalization of investment rules could prompt a broadening of capital sources for businesses and real estate ventures. It further positions insurers as more flexible financial intermediaries with the ability to diversify their portfolios.,-1
235,492,1974,4,22,indiana,"Elements of fraud are present in a sale of securities in Indiana where previously issued stock is sold as a new issue. The buyer is entitled to damages from the selling corporation, since he received an interest of lesser value. Evidence showed an agency relationship and that the agents were acting within the scope of their authority.",Disclosure,No,More,"The sale of previously issued stock as a new issue represents an increase in regulatory stringency pertaining to disclosure requirements under Indiana's securities laws. This change necessitates corporations to operate with full transparency regarding the type and value of the stocks they sell. It also puts onus on agents to act within their authority, failing which businesses and financial intermediaries may face legal repercussions.",1
236,492,1974,4,22,maryland,The Maryland Securities Commissioner has detailed the views of his Division concerning the practice of offering and selling investment interests in whiskey and also the status of such interests under the state Securities Act.,"Registration, Disclosure",No,More,"This statement by the Maryland Securities Commissioner emphasizes the need for regulation of investment interests through offerings and sales procedures in commodities like whiskey. It results in increased stringency of regulations, particularly pertaining to 'registration' and 'disclosure,' thus implying heightened scrutiny for potential market participants. The change would necessitate businesses and financial intermediaries to ensure compliance with these regulations, potentially increasing cost and time spent on legal conformance.",1
237,492,1974,4,22,minnesota,Any bank or trust company organized under Minnesota law may invest not to exceed 3 percent of capital and surplus in shares of stock of certain other banks or bank holding companies.,Other,Yes,Less,"The law allows banking institutions to diversify their financial portfolio through permissible investment in stock of other banks or bank holding companies, subject to a cap to restrict exposure. The ceiling imposed at 3 percent of capital and surplus mitigates risk while offering room for potential returns. The law represents a less stringent approach in the Minnesota banking sector, opening up growth and profit avenues for financial institutions.",-1
238,492,1974,4,22,missouri,"Effective April 1, the following changes have been made in Missouri's Rules of the Commissioner of Securities:,In Rule VII, a sentence has been added to the reporting requirement for foreign real estate securities:  All offers and sales of the registered foreign real estate securities shall cease at the end of the 30-day period unless or until the report has been filed. ,In Rule VIII, under  Specific Prohibitions,  (1)(c) now reads: Statements or representations which predict future profit, success, appreciation, performance or otherwise relate to the merit or potential of the securities unless such statements or representations clearly indicate that they represent solely the opinion of the publisher thereof.  Also, the phrase  by any means  has been removed at (2).,Rule IX, dealing with exemptions, has been extensively revised. These changes and the foregoing ones will be reported in place in the  Missouri  division in an early REPORT.","Registration, Disclosure, Exemption",No,More,"The changes in Missouri's âBlue Sky Lawsâ require increased reporting activities and detailed disclosure, thus raising stringency. Rule VII now mandates that offers and sales of foreign real estate securities stop after 30 days if reports aren't filed, heightening registration requirements. Rule VIII increases the severity of disclosure by prohibiting misleading statements predicting the future performance of securities without clear indication that they are subjective opinions. Extensive revisions of Rule IX pertain to exemptions, potentially limiting their availability, and further adding to the regulation stringency. These changes imply that businesses and financial intermediaries will need to ensure better compliance with added reporting and disclosure guidelines.",1
239,492,1974,4,22,north carolina,Interest charged by a registered broker or dealer on a debit balance in a customer's account is exempted. from provisions of the North Carolina General Statute on Interest if such debit balance is payable a will without penalty and is secured by securities as defined in Uniform Commercial Code Article 8.,"Exemption, Broker/Dealer",No,Less,"The change exempts brokers or dealers from following the provisions of the North Carolina General Statute on Interest when charging customers for debit balance if the balance is payable at will without penalty and secured by securities. This reduces regulatory stringency for brokers and dealers in North Carolina and may lead to more financial flexibility for customers, potentially resulting in stimulating investment activities. It also reduces oversight on broker/dealer activities pertaining to debit balances.",-1
240,492,1974,4,22,north dakota,"The president and director of a North Dakota corporation is liable to a purchaser of subordinate debentures of the corporation if he has participated in some way in an illegal sale of the debentures, registration of which had expired, even though he has had no personal contact with the buyer. A no-recourse clause in such a debenture is invalid as being contrary to public policy.","Registration, Disclosure",No,More,"The changes lead to an increase in accountability and liability for corporate directors involved in illegal sales of expired subordinate debentures, making it stricter for the parties involved in such dealings. It invalidates no-recourse clauses in such offerings, increasing the protection for purchasers. Thus, it potentially contributes to the enhancement of transparency and fairness in securities transactions.",1
241,492,1974,4,22,oregon,A complaint in an action for damages allegedly resulting from the discharge of a corporate employee as a part of a scheme to force him to sell his stock as a minority stockholder in the corporation fails to state a cause of action under the Oregon Securities Law as it relates to purchase or sale of securities. Claimed damages were limited in the complaint to loss of earnings and retirement benefits and to impairment of professional reputation.,Other,No,Neutral,"The case doesn't seem to influence the rigor of Oregon's securities laws as it pertains to exemptions, registration, broker/dealers, fees, or disclosure requirements. It mainly involves the individual corporate employee's rights and does not include any significant changes in the law. Therefore, there are no apparent immediate implications for businesses and financial intermediaries operating under Oregon's security laws based on this context.",0
242,492,1974,4,22,pennsylvania,"Guidelines have been issued by the Pennsylvania Securities Commission with respect to the offer and sale of interests in nonspecified real estate programs, commonly known as  blind pools. ","Registration, Disclosure",No,More,"The new guidelines issued by the Pennsylvania Securities Commission introduce greater stringency in the offer and sale of interests in nonspecified real estate programs or blind pools. This increases the disclosure requirements and registration conditions for companies, which may impact their financial and operational procedures. The changes could potentially slow down the process for businesses and financial intermediaries seeking to offer these types of investments.",1
243,492,1974,4,22,south dakota,The South Dakota Division of Securities has announced that it has budgeted an increased amount for contractual services in connection with the Division's obligation to review and check records required by regulation to be kept by broker-dealers. It is to be noted that every broker-dealer must preserve prescribed books and record$ within the state for a period of not less than three years.,"Broker/Dealer, Fees",No,More,"The South Dakota Division of Securities has increased its budget for contractual services to intensify its review of records that broker-dealers are required to maintain. This move implies a step-up in regulatory scrutiny on broker-dealers, incurring higher costs associated with compliance. It suggests the division is placing more emphasis on ensuring adherence to regulations and could impact how broker-dealers operate within the state. Broker-dealers may have to ensure their record-keeping practices are robust and comply strictly with regulations.",1
244,492,1974,4,22,texas,Commodity options are  securities  subject to registration under the Texas Act where they are both  evidences of indebtedness  and  investment contracts.  They represent contractual obligations to pay money in the future and they involve the concepts of common enterprise and of profits resulting from the efforts of others.,"Registration, Investment Contracts",No,More,"The changes highlight a higher degree of regulation for commodity options in Texas, as they are now required to be registered under the Texas Act, provided they meet the criteria as both evidence of indebtedness and investment contracts. This introduces a layer of added protection for investors as it ensures more transparency, but it also increases the administrative burden on businesses dealing in commodity options. Such enhanced transparency could invite more investor activity and participation while requiring businesses to be more vigilant about their obligations.",1
245,493,1974,5,9,arkansas,"The license of a securities agent in Arkansas may properly be revoked by the Commissioner where the agent is guilty of several violations of the securities law. Some of the violations chargedâexcessive markups; unauthorized dealings; unethical conduct to collect a fee;  churning ; and falsification of license applicationâmay not be spelled out in the statute, but the objective of the securities legislation is protection of the public from unethical conduct.","Broker/Dealer, Other",No,More,"The potential violation and revocation of licenses for securities agents in Arkansas implies increased stringency in regulation of brokerage practices. Violations, such as excessive markups, unauthorized dealing, unethical conduct, and falsification of license application, even if not directly expressed in the statute, can lead to sanctions. This change may enhance investor protection but also demands better compliance management from financial intermediaries.",1
246,493,1974,5,9,california,"Recently published Rules of California's Commissioner of Corporations include provisions for (1) exemption for certain nonprofit organizations and (2) applications for approval of repurchase offers. Additionally, numerous amendments and certificates of compliance are reflected in place in the  California  division.","Exemption, Other",No,Less,"The recent amendments in the rules by California's Commissioner of Corporations appear to loosen regulation, especially for certain nonprofit organizations and repurchase offers. This could simplify their processes by reducing documentation or approval requirements, potentially accelerating financial transactions. Given the reforms reflect compliance certificates, businesses and financial intermediaries in California may witness an organized and efficient regulatory framework.",-1
247,493,1974,5,9,georgia,"A stock option agreement, silent itself as to whether the stock to be issued was to be registered or unregistered, was not in violation of the Georgia Securities Act. If it were contemplated that the option would be exercised as authorized, with subsequent sale and transfer to another party, the issuer would have been required to register the securities.",Registration,No,More,"The absence of explicit language regarding whether the issued stock was to be registered or not in the stock option agreement does not infringe the Georgia Securities Act. However, if it were anticipated that the stock option would be exercised and subsequently sold and transferred to another entity, the issuer would be obligated to register the securities. This suggests that the regulations compel more transparency and oversight in investment transactions, thus increasing stringency, benefiting the investors and enhancing the regulatory compliance for corporates.",1
